tanggal,harga_oz,kurs_oz,idr_oz,harga_gr,kurs_gr,idr_gr,update_asli
08 Juni 2020,"1.697,87 (-926,62)","13.956,00 (-2.206,00)",23.695.474,"54,59","13.956,00","761.827 (-601.911,28)","08 Juni 2020, pukul 23:59"
09 Juni 2020,"1.715,68 (-908,81)","13.973,01 (-2.188,99)",23.973.214,"55,16","13.973,01","770.757 (-592.981,73)","09 Juni 2020, pukul 23:59"
10 Juni 2020,"1.715,88 (-908,61)","14.083,01 (-2.078,99)",24.164.755,"55,17","14.083,01","776.915 (-586.823,53)","10 Juni 2020, pukul 23:59"
11 Juni 2020,"1.727,19 (-897,30)","14.014,00 (-2.148,00)",24.204.841,"55,53","14.014,00","778.204 (-585.534,76)","11 Juni 2020, pukul 23:59"
12 Juni 2020,"1.733,36 (-891,13)","14.257,01 (-1.904,99)",24.712.531,"55,73","14.257,01","794.526 (-569.212,14)","12 Juni 2020, pukul 23:59"
13 Juni 2020,"1.730,26 (-894,23)","14.257,01 (-1.904,99)",24.668.334,"55,63","14.257,01","793.105 (-570.633,10)","13 Juni 2020, pukul 23:59"
14 Juni 2020,"1.730,26 (-894,23)","14.257,01 (-1.904,99)",24.668.334,"55,63","14.257,01","793.105 (-570.633,10)","14 Juni 2020, pukul 23:59"
15 Juni 2020,"1.721,37 (-903,12)","14.228,00 (-1.934,00)",24.491.652,"55,34","14.228,00","787.425 (-576.313,55)","15 Juni 2020, pukul 23:59"
16 Juni 2020,"1.729,14 (-895,35)","14.155,01 (-2.006,99)",24.475.994,"55,59","14.155,01","786.921 (-576.816,98)","16 Juni 2020, pukul 23:59"
17 Juni 2020,"1.726,92 (-897,57)","14.234,00 (-1.928,00)",24.580.979,"55,52","14.234,00","790.297 (-573.441,62)","17 Juni 2020, pukul 23:59"
18 Juni 2020,"1.723,81 (-900,68)","14.186,00 (-1.976,00)",24.453.969,"55,42","14.186,00","786.213 (-577.525,11)","18 Juni 2020, pukul 23:59"
19 Juni 2020,"1.742,34 (-882,15)","14.242,00 (-1.920,00)",24.814.406,"56,02","14.242,00","797.802 (-565.936,77)","19 Juni 2020, pukul 23:59"
20 Juni 2020,"1.743,48 (-881,01)","14.242,00 (-1.920,00)",24.830.642,"56,05","14.242,00","798.324 (-565.414,77)","20 Juni 2020, pukul 23:59"
21 Juni 2020,"1.743,48 (-881,01)","14.242,00 (-1.920,00)",24.830.642,"56,05","14.242,00","798.324 (-565.414,77)","21 Juni 2020, pukul 23:59"
22 Juni 2020,"1.755,32 (-869,17)","14.209,01 (-1.952,99)",24.941.359,"56,43","14.209,01","801.883 (-561.855,13)","22 Juni 2020, pukul 23:59"
23 Juni 2020,"1.765,76 (-858,73)","14.265,01 (-1.896,99)",25.188.584,"56,77","14.265,01","809.832 (-553.906,67)","23 Juni 2020, pukul 23:59"
24 Juni 2020,"1.766,15 (-858,34)","14.160,00 (-2.002,00)",25.008.684,"56,78","14.160,00","804.048 (-559.690,59)","24 Juni 2020, pukul 23:59"
25 Juni 2020,"1.763,96 (-860,53)","14.231,01 (-1.930,99)",25.102.932,"56,71","14.231,01","807.078 (-556.660,44)","25 Juni 2020, pukul 23:59"
26 Juni 2020,"1.767,87 (-856,62)","14.239,01 (-1.922,99)",25.172.719,"56,84","14.239,01","809.322 (-554.416,76)","26 Juni 2020, pukul 23:59"
27 Juni 2020,"1.771,23 (-853,26)","14.239,01 (-1.922,99)",25.220.562,"56,95","14.239,01","810.860 (-552.878,57)","27 Juni 2020, pukul 23:59"
28 Juni 2020,"1.771,23 (-853,26)","14.239,01 (-1.922,99)",25.220.562,"56,95","14.239,01","810.860 (-552.878,57)","28 Juni 2020, pukul 23:59"
29 Juni 2020,"1.768,12 (-856,37)","14.369,01 (-1.792,99)",25.406.134,"56,85","14.369,01","816.826 (-546.912,28)","29 Juni 2020, pukul 23:59"
30 Juni 2020,"1.781,96 (-842,53)","14.302,00 (-1.860,00)",25.485.592,"57,29","14.302,00","819.381 (-544.357,65)","30 Juni 2020, pukul 23:04"
01 Juli 2020,"1.769,95 (-854,54)","14.341,01 (-1.820,99)",25.382.871,"56,91","14.341,01","816.078 (-547.660,21)","01 Juli 2020, pukul 23:59"
02 Juli 2020,"1.776,37 (-848,12)","14.516,00 (-1.646,00)",25.785.787,"57,11","14.516,00","829.032 (-534.706,15)","02 Juli 2020, pukul 23:59"
03 Juli 2020,"1.775,50 (-848,99)","14.566,00 (-1.596,00)",25.861.933,"57,08","14.566,00","831.480 (-532.258,00)","03 Juli 2020, pukul 23:59"
04 Juli 2020,"1.775,30 (-849,19)","14.566,00 (-1.596,00)",25.859.020,"57,08","14.566,00","831.387 (-532.351,66)","04 Juli 2020, pukul 23:59"
05 Juli 2020,"1.775,30 (-849,19)","14.566,00 (-1.596,00)",25.859.020,"57,08","14.566,00","831.387 (-532.351,66)","05 Juli 2020, pukul 23:59"
06 Juli 2020,"1.783,56 (-840,93)","14.547,01 (-1.614,99)",25.945.465,"57,34","14.547,01","834.166 (-529.572,38)","06 Juli 2020, pukul 23:59"
07 Juli 2020,"1.795,65 (-828,84)","14.456,00 (-1.706,00)",25.957.916,"57,73","14.456,00","834.566 (-529.172,06)","07 Juli 2020, pukul 23:59"
08 Juli 2020,"1.812,61 (-811,88)","14.460,00 (-1.702,00)",26.210.341,"58,28","14.460,00","842.682 (-521.056,44)","08 Juli 2020, pukul 23:59"
09 Juli 2020,"1.798,82 (-825,67)","14.446,00 (-1.716,00)",25.985.754,"57,83","14.446,00","835.461 (-528.277,07)","09 Juli 2020, pukul 23:59"
10 Juli 2020,"1.794,61 (-829,88)","14.501,01 (-1.660,99)",26.023.658,"57,70","14.501,01","836.680 (-527.058,44)","10 Juli 2020, pukul 23:59"
11 Juli 2020,"1.799,21 (-825,28)","14.501,01 (-1.660,99)",26.090.362,"57,85","14.501,01","838.825 (-524.913,83)","11 Juli 2020, pukul 23:59"
12 Juli 2020,"1.799,21 (-825,28)","14.501,01 (-1.660,99)",26.090.362,"57,85","14.501,01","838.825 (-524.913,83)","12 Juli 2020, pukul 22:19"
13 Juli 2020,"1.810,11 (-814,38)","14.486,00 (-1.676,00)",26.221.253,"58,20","14.486,00","843.033 (-520.705,58)","13 Juli 2020, pukul 23:54"
14 Juli 2020,"1.809,09 (-815,40)","14.512,00 (-1.650,00)",26.253.514,"58,16","14.512,00","844.070 (-519.668,38)","14 Juli 2020, pukul 23:54"
15 Juli 2020,"1.812,72 (-811,77)","14.616,00 (-1.546,00)",26.494.716,"58,28","14.616,00","851.825 (-511.913,57)","15 Juli 2020, pukul 23:54"
16 Juli 2020,"1.803,09 (-821,40)","14.632,00 (-1.530,00)",26.382.813,"57,97","14.632,00","848.227 (-515.511,32)","16 Juli 2020, pukul 23:54"
17 Juli 2020,"1.808,56 (-815,93)","14.780,00 (-1.382,00)",26.730.517,"58,15","14.780,00","859.406 (-504.332,38)","17 Juli 2020, pukul 23:54"
18 Juli 2020,"1.810,01 (-814,48)","14.780,00 (-1.382,00)",26.751.948,"58,19","14.780,00","860.095 (-503.643,36)","18 Juli 2020, pukul 23:54"
19 Juli 2020,"1.810,01 (-814,48)","14.780,00 (-1.382,00)",26.751.948,"58,19","14.780,00","860.095 (-503.643,36)","19 Juli 2020, pukul 23:54"
20 Juli 2020,"1.815,71 (-808,78)","14.832,00 (-1.330,00)",26.930.611,"58,38","14.832,00","865.839 (-497.899,21)","20 Juli 2020, pukul 23:54"
21 Juli 2020,"1.840,00 (-784,49)","14.813,01 (-1.348,99)",27.255.938,"59,16","14.813,01","876.299 (-487.439,69)","21 Juli 2020, pukul 23:54"
22 Juli 2020,"1.864,76 (-759,73)","14.655,01 (-1.506,99)",27.328.076,"59,95","14.655,01","878.618 (-485.120,39)","22 Juli 2020, pukul 23:54"
23 Juli 2020,"1.894,16 (-730,33)","14.669,01 (-1.492,99)",27.785.452,"60,90","14.669,01","893.323 (-470.415,43)","23 Juli 2020, pukul 23:54"
24 Juli 2020,"1.900,16 (-724,33)","14.614,00 (-1.548,00)",27.768.938,"61,09","14.614,00","892.792 (-470.946,36)","24 Juli 2020, pukul 23:54"
25 Juli 2020,"1.901,60 (-722,89)","14.614,00 (-1.548,00)",27.789.982,"61,14","14.614,00","893.469 (-470.269,77)","25 Juli 2020, pukul 23:54"
26 Juli 2020,"1.901,60 (-722,89)","14.614,00 (-1.548,00)",27.789.982,"61,14","14.614,00","893.469 (-470.269,77)","26 Juli 2020, pukul 23:55"
27 Juli 2020,"1.935,03 (-689,46)","14.605,01 (-1.556,99)",28.261.133,"62,21","14.605,01","908.617 (-455.121,95)","27 Juli 2020, pukul 23:55"
28 Juli 2020,"1.947,71 (-676,78)","14.543,01 (-1.618,99)",28.325.566,"62,62","14.543,01","910.688 (-453.050,36)","28 Juli 2020, pukul 23:54"
29 Juli 2020,"1.960,02 (-664,47)","14.570,00 (-1.592,00)",28.557.491,"63,02","14.570,00","918.145 (-445.593,79)","29 Juli 2020, pukul 23:54"
30 Juli 2020,"1.948,32 (-676,17)","14.653,01 (-1.508,99)",28.548.752,"62,64","14.653,01","917.864 (-445.874,75)","30 Juli 2020, pukul 23:54"
31 Juli 2020,"1.974,30 (-650,19)","14.653,01 (-1.508,99)",28.929.438,"63,48","14.653,01","930.103 (-433.635,44)","31 Juli 2020, pukul 23:54"
01 Agustus 2020,"1.975,69 (-648,80)","14.653,01 (-1.508,99)",28.949.805,"63,52","14.653,01","930.758 (-432.980,60)","01 Agustus 2020, pukul 23:54"
02 Agustus 2020,"1.975,69 (-648,80)","14.653,01 (-1.508,99)",28.949.805,"63,52","14.653,01","930.758 (-432.980,60)","02 Agustus 2020, pukul 23:54"
03 Agustus 2020,"1.969,39 (-655,10)","14.713,01 (-1.448,99)",28.975.655,"63,32","14.713,01","931.589 (-432.149,52)","03 Agustus 2020, pukul 23:54"
04 Agustus 2020,"1.996,15 (-628,34)","14.697,01 (-1.464,99)",29.337.437,"64,18","14.697,01","943.220 (-420.517,97)","04 Agustus 2020, pukul 23:54"
05 Agustus 2020,"2.033,02 (-591,47)","14.623,01 (-1.538,99)",29.728.872,"65,36","14.623,01","955.805 (-407.933,03)","05 Agustus 2020, pukul 23:54"
06 Agustus 2020,"2.059,19 (-565,30)","14.587,01 (-1.574,99)",30.037.425,"66,20","14.587,01","965.726 (-398.012,81)","06 Agustus 2020, pukul 23:54"
07 Agustus 2020,"2.026,12 (-598,37)","14.647,01 (-1.514,99)",29.676.600,"65,14","14.647,01","954.125 (-409.613,61)","07 Agustus 2020, pukul 23:53"
08 Agustus 2020,"2.035,21 (-589,28)","14.647,01 (-1.514,99)",29.809.741,"65,43","14.647,01","958.405 (-405.333,02)","08 Agustus 2020, pukul 23:53"
09 Agustus 2020,"2.035,21 (-589,28)","14.647,01 (-1.514,99)",29.809.741,"65,43","14.647,01","958.405 (-405.333,02)","09 Agustus 2020, pukul 23:53"
10 Agustus 2020,"2.033,33 (-591,16)","14.750,00 (-1.412,00)",29.991.618,"65,37","14.750,00","964.253 (-399.485,56)","10 Agustus 2020, pukul 23:54"
11 Agustus 2020,"1.944,75 (-679,74)","14.728,00 (-1.434,00)",28.642.278,"62,53","14.728,00","920.871 (-442.867,83)","11 Agustus 2020, pukul 23:54"
12 Agustus 2020,"1.948,67 (-675,82)","14.777,01 (-1.384,99)",28.795.516,"62,65","14.777,01","925.797 (-437.941,12)","12 Agustus 2020, pukul 23:55"
13 Agustus 2020,"1.952,82 (-671,67)","14.877,01 (-1.284,99)",29.052.123,"62,78","14.877,01","934.047 (-429.691,02)","13 Agustus 2020, pukul 23:54"
14 Agustus 2020,"1.935,91 (-688,58)","14.917,01 (-1.244,99)",28.877.989,"62,24","14.917,01","928.449 (-435.289,55)","14 Agustus 2020, pukul 23:55"
15 Agustus 2020,"1.944,27 (-680,22)","14.917,01 (-1.244,99)",29.002.695,"62,51","14.917,01","932.458 (-431.280,16)","15 Agustus 2020, pukul 23:53"
16 Agustus 2020,"1.944,27 (-680,22)","14.917,01 (-1.244,99)",29.002.695,"62,51","14.917,01","932.458 (-431.280,16)","16 Agustus 2020, pukul 23:53"
17 Agustus 2020,"1.987,66 (-636,83)","14.917,01 (-1.244,99)",29.649.944,"63,90","14.917,01","953.268 (-410.470,62)","17 Agustus 2020, pukul 23:53"
18 Agustus 2020,"2.008,27 (-616,22)","14.907,01 (-1.254,99)",29.937.301,"64,57","14.907,01","962.507 (-401.231,88)","18 Agustus 2020, pukul 23:54"
19 Agustus 2020,"1.961,43 (-663,06)","14.786,00 (-1.376,00)",29.001.704,"63,06","14.786,00","932.426 (-431.312,02)","19 Agustus 2020, pukul 23:54"
20 Agustus 2020,"1.942,94 (-681,55)","14.786,00 (-1.376,00)",28.728.311,"62,47","14.786,00","923.637 (-440.101,81)","20 Agustus 2020, pukul 23:54"
21 Agustus 2020,"1.935,65 (-688,84)","14.786,00 (-1.376,00)",28.620.521,"62,23","14.786,00","920.171 (-443.567,34)","21 Agustus 2020, pukul 23:54"
22 Agustus 2020,"1.940,90 (-683,59)","14.786,00 (-1.376,00)",28.698.147,"62,40","14.786,00","922.667 (-441.071,59)","22 Agustus 2020, pukul 23:54"
23 Agustus 2020,"1.940,90 (-683,59)","14.786,00 (-1.376,00)",28.698.147,"62,40","14.786,00","922.667 (-441.071,59)","23 Agustus 2020, pukul 23:54"
24 Agustus 2020,"1.930,32 (-694,17)","14.794,00 (-1.368,00)",28.557.154,"62,06","14.794,00","918.134 (-445.604,63)","24 Agustus 2020, pukul 23:55"
25 Agustus 2020,"1.916,49 (-708,00)","14.632,00 (-1.530,00)",28.042.082,"61,62","14.632,00","901.574 (-462.164,59)","25 Agustus 2020, pukul 23:54"
26 Agustus 2020,"1.945,06 (-679,43)","14.636,00 (-1.526,00)",28.467.898,"62,54","14.636,00","915.264 (-448.474,28)","26 Agustus 2020, pukul 23:53"
27 Agustus 2020,"1.920,91 (-703,58)","14.714,00 (-1.448,00)",28.264.270,"61,76","14.714,00","908.717 (-455.021,08)","27 Agustus 2020, pukul 23:53"
28 Agustus 2020,"1.968,80 (-655,69)","14.702,00 (-1.460,00)",28.945.298,"63,30","14.702,00","930.613 (-433.125,53)","28 Agustus 2020, pukul 23:54"
29 Agustus 2020,"1.964,77 (-659,72)","14.702,00 (-1.460,00)",28.886.049,"63,17","14.702,00","928.708 (-435.030,43)","29 Agustus 2020, pukul 23:54"
30 Agustus 2020,"1.964,77 (-659,72)","14.702,00 (-1.460,00)",28.886.049,"63,17","14.702,00","928.708 (-435.030,43)","30 Agustus 2020, pukul 23:54"
31 Agustus 2020,"1.970,28 (-654,21)","14.554,00 (-1.608,00)",28.675.455,"63,35","14.554,00","921.937 (-441.801,16)","31 Agustus 2020, pukul 23:54"
01 September 2020,"1.976,08 (-648,41)","14.615,01 (-1.546,99)",28.880.429,"63,53","14.615,01","928.527 (-435.211,10)","01 September 2020, pukul 23:53"
02 September 2020,"1.934,87 (-689,62)","14.804,00 (-1.358,00)",28.643.815,"62,21","14.804,00","920.920 (-442.818,40)","02 September 2020, pukul 23:53"
03 September 2020,"1.928,57 (-695,92)","14.818,00 (-1.344,00)",28.577.550,"62,00","14.818,00","918.790 (-444.948,88)","03 September 2020, pukul 23:55"
04 September 2020,"1.938,11 (-686,38)","14.792,00 (-1.370,00)",28.668.523,"62,31","14.792,00","921.714 (-442.024,03)","04 September 2020, pukul 16:47"
05 September 2020,"1.933,52 (-690,97)","14.792,00 (-1.370,00)",28.600.628,"62,16","14.792,00","919.532 (-444.206,92)","05 September 2020, pukul 23:59"
06 September 2020,"1.933,52 (-690,97)","14.792,00 (-1.370,00)",28.600.628,"62,16","14.792,00","919.532 (-444.206,92)","06 September 2020, pukul 23:59"
07 September 2020,"1.929,25 (-695,24)","14.792,00 (-1.370,00)",28.537.466,"62,03","14.792,00","917.501 (-446.237,62)","07 September 2020, pukul 23:59"
08 September 2020,"1.937,79 (-686,70)","14.792,00 (-1.370,00)",28.663.790,"62,30","14.792,00","921.562 (-442.176,22)","08 September 2020, pukul 23:59"
09 September 2020,"1.948,72 (-675,77)","14.792,00 (-1.370,00)",28.825.466,"62,65","14.792,00","926.760 (-436.978,20)","09 September 2020, pukul 23:59"
10 September 2020,"1.952,70 (-671,79)","14.792,00 (-1.370,00)",28.884.338,"62,78","14.792,00","928.653 (-435.085,41)","10 September 2020, pukul 23:59"
11 September 2020,"1.944,01 (-680,48)","14.792,00 (-1.370,00)",28.755.796,"62,50","14.792,00","924.520 (-439.218,15)","11 September 2020, pukul 23:59"
12 September 2020,"1.940,43 (-684,06)","14.792,00 (-1.370,00)",28.702.841,"62,39","14.792,00","922.818 (-440.920,70)","12 September 2020, pukul 23:59"
13 September 2020,"1.940,43 (-684,06)","14.792,00 (-1.370,00)",28.702.841,"62,39","14.792,00","922.818 (-440.920,70)","13 September 2020, pukul 23:59"
14 September 2020,"1.955,60 (-668,89)","14.974,00 (-1.188,00)",29.283.154,"62,87","14.974,00","941.475 (-422.263,18)","14 September 2020, pukul 23:59"
15 September 2020,"1.957,98 (-666,51)","14.870,00 (-1.292,00)",29.115.163,"62,95","14.870,00","936.074 (-427.664,24)","15 September 2020, pukul 23:59"
16 September 2020,"1.964,65 (-659,84)","14.844,00 (-1.318,00)",29.163.265,"63,16","14.844,00","937.621 (-426.117,73)","16 September 2020, pukul 23:59"
17 September 2020,"1.944,71 (-679,78)","14.878,00 (-1.284,00)",28.933.395,"62,52","14.878,00","930.230 (-433.508,19)","17 September 2020, pukul 23:59"
18 September 2020,"1.958,50 (-665,99)","14.768,00 (-1.394,00)",28.923.128,"62,97","14.768,00","929.900 (-433.838,30)","18 September 2020, pukul 23:59"
19 September 2020,"1.950,39 (-674,10)","14.768,00 (-1.394,00)",28.803.360,"62,71","14.768,00","926.050 (-437.688,94)","19 September 2020, pukul 23:59"
20 September 2020,"1.950,39 (-674,10)","14.768,00 (-1.394,00)",28.803.360,"62,71","14.768,00","926.050 (-437.688,94)","20 September 2020, pukul 23:59"
21 September 2020,"1.903,13 (-721,36)","14.723,01 (-1.438,99)",28.019.802,"61,19","14.723,01","900.858 (-462.880,90)","21 September 2020, pukul 23:59"
22 September 2020,"1.899,40 (-725,09)","14.782,00 (-1.380,00)",28.076.931,"61,07","14.782,00","902.694 (-461.044,17)","22 September 2020, pukul 23:59"
23 September 2020,"1.866,64 (-757,85)","14.835,01 (-1.326,99)",27.691.623,"60,01","14.835,01","890.306 (-473.432,10)","23 September 2020, pukul 23:59"
24 September 2020,"1.869,23 (-755,26)","14.949,01 (-1.212,99)",27.943.138,"60,10","14.949,01","898.393 (-465.345,71)","24 September 2020, pukul 23:59"
25 September 2020,"1.862,51 (-761,98)","14.951,01 (-1.210,99)",27.846.406,"59,88","14.951,01","895.283 (-468.455,72)","25 September 2020, pukul 23:59"
26 September 2020,"1.861,33 (-763,16)","14.951,01 (-1.210,99)",27.828.763,"59,84","14.951,01","894.716 (-469.022,93)","26 September 2020, pukul 23:59"
27 September 2020,"1.861,33 (-763,16)","14.951,01 (-1.210,99)",27.828.763,"59,84","14.951,01","894.716 (-469.022,93)","27 September 2020, pukul 23:59"
28 September 2020,"1.875,82 (-748,67)","14.959,01 (-1.202,99)",28.060.410,"60,31","14.959,01","902.163 (-461.575,32)","28 September 2020, pukul 23:59"
29 September 2020,"1.894,85 (-729,64)","14.920,00 (-1.242,00)",28.271.162,"60,92","14.920,00","908.939 (-454.799,49)","29 September 2020, pukul 23:59"
30 September 2020,"1.896,81 (-727,68)","14.918,00 (-1.244,00)",28.296.612,"60,98","14.918,00","909.757 (-453.981,27)","30 September 2020, pukul 23:59"
01 Oktober 2020,"1.908,54 (-715,95)","14.876,00 (-1.286,00)",28.391.441,"61,36","14.876,00","912.806 (-450.932,43)","01 Oktober 2020, pukul 23:59"
02 Oktober 2020,"1.901,70 (-722,79)","14.890,00 (-1.272,00)",28.316.313,"61,14","14.890,00","910.391 (-453.347,85)","02 Oktober 2020, pukul 23:59"
03 Oktober 2020,"1.899,66 (-724,83)","14.890,00 (-1.272,00)",28.285.937,"61,08","14.890,00","909.414 (-454.324,45)","03 Oktober 2020, pukul 23:59"
04 Oktober 2020,"1.899,66 (-724,83)","14.890,00 (-1.272,00)",28.285.937,"61,08","14.890,00","909.414 (-454.324,45)","04 Oktober 2020, pukul 23:59"
05 Oktober 2020,"1.916,75 (-707,74)","14.867,01 (-1.294,99)",28.496.341,"61,62","14.867,01","916.179 (-447.559,80)","05 Oktober 2020, pukul 23:59"
06 Oktober 2020,"1.904,52 (-719,97)","14.712,00 (-1.450,00)",28.019.298,"61,23","14.712,00","900.841 (-462.897,10)","06 Oktober 2020, pukul 23:59"
07 Oktober 2020,"1.886,82 (-737,67)","14.784,00 (-1.378,00)",27.894.747,"60,66","14.784,00","896.837 (-466.901,52)","07 Oktober 2020, pukul 23:59"
08 Oktober 2020,"1.885,59 (-738,90)","14.750,00 (-1.412,00)",27.812.453,"60,62","14.750,00","894.191 (-469.547,34)","08 Oktober 2020, pukul 23:59"
09 Oktober 2020,"1.922,99 (-701,50)","14.737,01 (-1.424,99)",28.339.123,"61,83","14.737,01","911.124 (-452.614,50)","09 Oktober 2020, pukul 23:59"
10 Oktober 2020,"1.930,33 (-694,16)","14.737,01 (-1.424,99)",28.447.293,"62,06","14.737,01","914.602 (-449.136,76)","10 Oktober 2020, pukul 23:59"
11 Oktober 2020,"1.930,33 (-694,16)","14.737,01 (-1.424,99)",28.447.293,"62,06","14.737,01","914.602 (-449.136,76)","11 Oktober 2020, pukul 23:58"
12 Oktober 2020,"1.925,17 (-699,32)","14.746,00 (-1.416,00)",28.388.557,"61,90","14.746,00","912.713 (-451.025,16)","12 Oktober 2020, pukul 23:59"
13 Oktober 2020,"1.892,06 (-732,43)","14.793,01 (-1.368,99)",27.989.263,"60,83","14.793,01","899.876 (-463.862,77)","13 Oktober 2020, pukul 23:59"
14 Oktober 2020,"1.900,80 (-723,69)","14.780,00 (-1.382,00)",28.093.824,"61,11","14.780,00","903.237 (-460.501,04)","14 Oktober 2020, pukul 23:59"
15 Oktober 2020,"1.904,00 (-720,49)","14.760,00 (-1.402,00)",28.103.040,"61,22","14.760,00","903.534 (-460.204,74)","15 Oktober 2020, pukul 23:59"
16 Oktober 2020,"1.902,84 (-721,65)","14.766,00 (-1.396,00)",28.097.335,"61,18","14.766,00","903.350 (-460.388,14)","16 Oktober 2020, pukul 23:59"
17 Oktober 2020,"1.899,04 (-725,45)","14.766,00 (-1.396,00)",28.041.225,"61,06","14.766,00","901.546 (-462.192,15)","17 Oktober 2020, pukul 23:58"
18 Oktober 2020,"1.899,04 (-725,45)","14.766,00 (-1.396,00)",28.041.225,"61,06","14.766,00","901.546 (-462.192,15)","18 Oktober 2020, pukul 23:59"
19 Oktober 2020,"1.909,77 (-714,72)","14.741,01 (-1.420,99)",28.151.939,"61,40","14.741,01","905.106 (-458.632,61)","19 Oktober 2020, pukul 23:59"
20 Oktober 2020,"1.908,29 (-716,20)","14.729,01 (-1.432,99)",28.107.222,"61,35","14.729,01","903.668 (-460.070,27)","20 Oktober 2020, pukul 23:54"
21 Oktober 2020,"1.926,15 (-698,34)","14.658,00 (-1.504,00)",28.233.507,"61,93","14.658,00","907.728 (-456.010,14)","21 Oktober 2020, pukul 23:54"
22 Oktober 2020,"1.901,07 (-723,42)","14.697,01 (-1.464,99)",27.940.045,"61,12","14.697,01","898.293 (-465.445,16)","22 Oktober 2020, pukul 23:54"
23 Oktober 2020,"1.900,93 (-723,56)","14.738,00 (-1.424,00)",28.015.906,"61,12","14.738,00","900.732 (-463.006,15)","23 Oktober 2020, pukul 23:55"
24 Oktober 2020,"1.901,73 (-722,76)","14.738,00 (-1.424,00)",28.027.697,"61,14","14.738,00","901.111 (-462.627,08)","24 Oktober 2020, pukul 23:54"
25 Oktober 2020,"1.901,73 (-722,76)","14.738,00 (-1.424,00)",28.027.697,"61,14","14.738,00","901.111 (-462.627,08)","25 Oktober 2020, pukul 23:54"
26 Oktober 2020,"1.903,54 (-720,95)","14.697,01 (-1.464,99)",27.976.346,"61,20","14.697,01","899.460 (-464.278,03)","26 Oktober 2020, pukul 23:54"
27 Oktober 2020,"1.908,94 (-715,55)","14.690,00 (-1.472,00)",28.042.329,"61,37","14.690,00","901.582 (-462.156,65)","27 Oktober 2020, pukul 23:54"
28 Oktober 2020,"1.881,00 (-743,49)","14.690,00 (-1.472,00)",27.631.890,"60,48","14.690,00","888.386 (-475.352,56)","28 Oktober 2020, pukul 23:54"
29 Oktober 2020,"1.869,14 (-755,35)","14.690,00 (-1.472,00)",27.457.667,"60,09","14.690,00","882.784 (-480.953,97)","29 Oktober 2020, pukul 23:54"
30 Oktober 2020,"1.880,91 (-743,58)","14.690,00 (-1.472,00)",27.630.568,"60,47","14.690,00","888.343 (-475.395,07)","30 Oktober 2020, pukul 23:54"
31 Oktober 2020,"1.878,90 (-745,59)","14.690,00 (-1.472,00)",27.601.041,"60,41","14.690,00","887.394 (-476.344,38)","31 Oktober 2020, pukul 23:54"
01 November 2020,"1.878,90 (-745,59)","14.690,00 (-1.472,00)",27.601.041,"60,41","14.690,00","887.394 (-476.344,38)","01 November 2020, pukul 23:54"
02 November 2020,"1.892,81 (-731,68)","14.718,00 (-1.444,00)",27.858.378,"60,86","14.718,00","895.668 (-468.070,82)","02 November 2020, pukul 23:54"
03 November 2020,"1.906,74 (-717,75)","14.609,01 (-1.552,99)",27.855.584,"61,30","14.609,01","895.578 (-468.160,64)","03 November 2020, pukul 23:54"
04 November 2020,"1.902,24 (-722,25)","14.557,01 (-1.604,99)",27.690.927,"61,16","14.557,01","890.284 (-473.454,49)","04 November 2020, pukul 23:54"
05 November 2020,"1.949,05 (-675,44)","14.439,01 (-1.722,99)",28.142.352,"62,66","14.439,01","904.798 (-458.940,81)","05 November 2020, pukul 23:54"
06 November 2020,"1.951,35 (-673,14)","14.321,01 (-1.840,99)",27.945.303,"62,74","14.321,01","898.462 (-465.276,10)","06 November 2020, pukul 23:54"
